date,year,month,day,day_of_week,is_weekend
2025-01-01,2025,1,1,3,0
2025-01-02,2025,1,2,4,0
2025-01-03,2025,1,3,5,0
2025-01-04,2025,1,4,6,1
2025-01-05,2025,1,5,7,1
2025-01-06,2025,1,6,1,0
2025-01-07,2025,1,7,2,0
2025-01-08,2025,1,8,3,0
2025-01-09,2025,1,9,4,0
2025-01-10,2025,1,10,5,0
2025-01-11,2025,1,11,6,1
2025-01-12,2025,1,12,7,1
2025-01-13,2025,1,13,1,0
2025-01-14,2025,1,14,2,0
2025-01-15,2025,1,15,3,0
2025-01-16,2025,1,16,4,0
2025-01-17,2025,1,17,5,0
2025-01-18,2025,1,18,6,1
2025-01-19,2025,1,19,7,1
2025-01-20,2025,1,20,1,0
2025-01-21,2025,1,21,2,0
2025-01-22,2025,1,22,3,0
2025-01-23,2025,1,23,4,0
2025-01-24,2025,1,24,5,0
2025-01-25,2025,1,25,6,1
2025-01-26,2025,1,26,7,1
2025-01-27,2025,1,27,1,0
2025-01-28,2025,1,28,2,0
2025-01-29,2025,1,29,3,0
2025-01-30,2025,1,30,4,0
2025-01-31,2025,1,31,5,0
2025-02-01,2025,2,1,6,1
2025-02-02,2025,2,2,7,1
2025-02-03,2025,2,3,1,0
2025-02-04,2025,2,4,2,0
2025-02-05,2025,2,5,3,0
2025-02-06,2025,2,6,4,0
2025-02-07,2025,2,7,5,0
2025-02-08,2025,2,8,6,1
2025-02-09,2025,2,9,7,1
2025-02-10,2025,2,10,1,0
2025-02-11,2025,2,11,2,0
2025-02-12,2025,2,12,3,0
2025-02-13,2025,2,13,4,0
2025-02-14,2025,2,14,5,0
2025-02-15,2025,2,15,6,1
2025-02-16,2025,2,16,7,1
2025-02-17,2025,2,17,1,0
2025-02-18,2025,2,18,2,0
2025-02-19,2025,2,19,3,0
2025-02-20,2025,2,20,4,0
2025-02-21,2025,2,21,5,0
2025-02-22,2025,2,22,6,1
2025-02-23,2025,2,23,7,1
2025-02-24,2025,2,24,1,0
2025-02-25,2025,2,25,2,0
2025-02-26,2025,2,26,3,0
2025-02-27,2025,2,27,4,0
2025-02-28,2025,2,28,5,0
2025-03-01,2025,3,1,6,1
2025-03-02,2025,3,2,7,1
2025-03-03,2025,3,3,1,0
2025-03-04,2025,3,4,2,0
2025-03-05,2025,3,5,3,0
2025-03-06,2025,3,6,4,0
2025-03-07,2025,3,7,5,0
2025-03-08,2025,3,8,6,1
2025-03-09,2025,3,9,7,1
2025-03-10,2025,3,10,1,0
2025-03-11,2025,3,11,2,0
2025-03-12,2025,3,12,3,0
2025-03-13,2025,3,13,4,0
2025-03-14,2025,3,14,5,0
2025-03-15,2025,3,15,6,1
2025-03-16,2025,3,16,7,1
2025-03-17,2025,3,17,1,0
2025-03-18,2025,3,18,2,0
2025-03-19,2025,3,19,3,0
2025-03-20,2025,3,20,4,0
2025-03-21,2025,3,21,5,0
2025-03-22,2025,3,22,6,1
2025-03-23,2025,3,23,7,1
2025-03-24,2025,3,24,1,0
2025-03-25,2025,3,25,2,0
2025-03-26,2025,3,26,3,0
2025-03-27,2025,3,27,4,0
2025-03-28,2025,3,28,5,0
2025-03-29,2025,3,29,6,1
2025-03-30,2025,3,30,7,1
2025-03-31,2025,3,31,1,0
2025-04-01,2025,4,1,2,0
2025-04-02,2025,4,2,3,0
2025-04-03,2025,4,3,4,0
2025-04-04,2025,4,4,5,0
2025-04-05,2025,4,5,6,1
2025-04-06,2025,4,6,7,1
2025-04-07,2025,4,7,1,0
2025-04-08,2025,4,8,2,0
2025-04-09,2025,4,9,3,0
2025-04-10,2025,4,10,4,0
2025-04-11,2025,4,11,5,0
2025-04-12,2025,4,12,6,1
2025-04-13,2025,4,13,7,1
2025-04-14,2025,4,14,1,0
2025-04-15,2025,4,15,2,0
2025-04-16,2025,4,16,3,0
2025-04-17,2025,4,17,4,0
2025-04-18,2025,4,18,5,0
2025-04-19,2025,4,19,6,1
2025-04-20,2025,4,20,7,1
2025-04-21,2025,4,21,1,0
2025-04-22,2025,4,22,2,0
2025-04-23,2025,4,23,3,0
2025-04-24,2025,4,24,4,0
2025-04-25,2025,4,25,5,0
2025-04-26,2025,4,26,6,1
2025-04-27,2025,4,27,7,1
2025-04-28,2025,4,28,1,0
2025-04-29,2025,4,29,2,0
2025-04-30,2025,4,30,3,0
2025-05-01,2025,5,1,4,0
2025-05-02,2025,5,2,5,0
2025-05-03,2025,5,3,6,1
2025-05-04,2025,5,4,7,1
2025-05-05,2025,5,5,1,0
2025-05-06,2025,5,6,2,0
2025-05-07,2025,5,7,3,0
2025-05-08,2025,5,8,4,0
2025-05-09,2025,5,9,5,0
2025-05-10,2025,5,10,6,1
2025-05-11,2025,5,11,7,1
2025-05-12,2025,5,12,1,0
2025-05-13,2025,5,13,2,0
2025-05-14,2025,5,14,3,0
2025-05-15,2025,5,15,4,0
2025-05-16,2025,5,16,5,0
2025-05-17,2025,5,17,6,1
2025-05-18,2025,5,18,7,1
2025-05-19,2025,5,19,1,0
2025-05-20,2025,5,20,2,0
2025-05-21,2025,5,21,3,0
2025-05-22,2025,5,22,4,0
2025-05-23,2025,5,23,5,0
2025-05-24,2025,5,24,6,1
2025-05-25,2025,5,25,7,1
2025-05-26,2025,5,26,1,0
2025-05-27,2025,5,27,2,0
2025-05-28,2025,5,28,3,0
2025-05-29,2025,5,29,4,0
2025-05-30,2025,5,30,5,0
2025-05-31,2025,5,31,6,1
2025-06-01,2025,6,1,7,1
2025-06-02,2025,6,2,1,0
2025-06-03,2025,6,3,2,0
2025-06-04,2025,6,4,3,0
2025-06-05,2025,6,5,4,0
2025-06-06,2025,6,6,5,0
2025-06-07,2025,6,7,6,1
2025-06-08,2025,6,8,7,1
2025-06-09,2025,6,9,1,0
2025-06-10,2025,6,10,2,0
2025-06-11,2025,6,11,3,0
2025-06-12,2025,6,12,4,0
2025-06-13,2025,6,13,5,0
2025-06-14,2025,6,14,6,1
2025-06-15,2025,6,15,7,1
2025-06-16,2025,6,16,1,0
2025-06-17,2025,6,17,2,0
2025-06-18,2025,6,18,3,0
2025-06-19,2025,6,19,4,0
2025-06-20,2025,6,20,5,0
2025-06-21,2025,6,21,6,1
2025-06-22,2025,6,22,7,1
2025-06-23,2025,6,23,1,0
2025-06-24,2025,6,24,2,0
2025-06-25,2025,6,25,3,0
2025-06-26,2025,6,26,4,0
2025-06-27,2025,6,27,5,0
2025-06-28,2025,6,28,6,1
2025-06-29,2025,6,29,7,1
2025-06-30,2025,6,30,1,0
2025-07-01,2025,7,1,2,0
2025-07-02,2025,7,2,3,0
2025-07-03,2025,7,3,4,0
2025-07-04,2025,7,4,5,0
2025-07-05,2025,7,5,6,1
2025-07-06,2025,7,6,7,1
2025-07-07,2025,7,7,1,0
2025-07-08,2025,7,8,2,0
2025-07-09,2025,7,9,3,0
2025-07-10,2025,7,10,4,0
2025-07-11,2025,7,11,5,0
2025-07-12,2025,7,12,6,1
2025-07-13,2025,7,13,7,1
2025-07-14,2025,7,14,1,0
2025-07-15,2025,7,15,2,0
2025-07-16,2025,7,16,3,0
2025-07-17,2025,7,17,4,0
2025-07-18,2025,7,18,5,0
2025-07-19,2025,7,19,6,1
2025-07-20,2025,7,20,7,1
2025-07-21,2025,7,21,1,0
2025-07-22,2025,7,22,2,0
2025-07-23,2025,7,23,3,0
2025-07-24,2025,7,24,4,0
2025-07-25,2025,7,25,5,0
2025-07-26,2025,7,26,6,1
2025-07-27,2025,7,27,7,1
2025-07-28,2025,7,28,1,0
2025-07-29,2025,7,29,2,0
2025-07-30,2025,7,30,3,0
2025-07-31,2025,7,31,4,0
2025-08-01,2025,8,1,5,0
2025-08-02,2025,8,2,6,1
2025-08-03,2025,8,3,7,1
2025-08-04,2025,8,4,1,0
2025-08-05,2025,8,5,2,0
2025-08-06,2025,8,6,3,0
2025-08-07,2025,8,7,4,0
2025-08-08,2025,8,8,5,0
2025-08-09,2025,8,9,6,1
2025-08-10,2025,8,10,7,1
2025-08-11,2025,8,11,1,0
2025-08-12,2025,8,12,2,0
2025-08-13,2025,8,13,3,0
2025-08-14,2025,8,14,4,0
2025-08-15,2025,8,15,5,0
2025-08-16,2025,8,16,6,1
2025-08-17,2025,8,17,7,1
2025-08-18,2025,8,18,1,0
2025-08-19,2025,8,19,2,0
2025-08-20,2025,8,20,3,0
2025-08-21,2025,8,21,4,0
2025-08-22,2025,8,22,5,0
2025-08-23,2025,8,23,6,1
2025-08-24,2025,8,24,7,1
2025-08-25,2025,8,25,1,0
2025-08-26,2025,8,26,2,0
2025-08-27,2025,8,27,3,0
2025-08-28,2025,8,28,4,0
2025-08-29,2025,8,29,5,0
2025-08-30,2025,8,30,6,1
2025-08-31,2025,8,31,7,1
2025-09-01,2025,9,1,1,0
2025-09-02,2025,9,2,2,0
2025-09-03,2025,9,3,3,0
2025-09-04,2025,9,4,4,0
2025-09-05,2025,9,5,5,0
2025-09-06,2025,9,6,6,1
2025-09-07,2025,9,7,7,1
2025-09-08,2025,9,8,1,0
2025-09-09,2025,9,9,2,0
2025-09-10,2025,9,10,3,0
2025-09-11,2025,9,11,4,0
2025-09-12,2025,9,12,5,0
2025-09-13,2025,9,13,6,1
2025-09-14,2025,9,14,7,1
2025-09-15,2025,9,15,1,0
2025-09-16,2025,9,16,2,0
2025-09-17,2025,9,17,3,0
2025-09-18,2025,9,18,4,0
2025-09-19,2025,9,19,5,0
2025-09-20,2025,9,20,6,1
2025-09-21,2025,9,21,7,1
2025-09-22,2025,9,22,1,0
2025-09-23,2025,9,23,2,0
2025-09-24,2025,9,24,3,0
2025-09-25,2025,9,25,4,0
2025-09-26,2025,9,26,5,0
2025-09-27,2025,9,27,6,1
2025-09-28,2025,9,28,7,1
2025-09-29,2025,9,29,1,0
2025-09-30,2025,9,30,2,0
2025-10-01,2025,10,1,3,0
2025-10-02,2025,10,2,4,0
2025-10-03,2025,10,3,5,0
2025-10-04,2025,10,4,6,1
2025-10-05,2025,10,5,7,1
2025-10-06,2025,10,6,1,0
2025-10-07,2025,10,7,2,0
2025-10-08,2025,10,8,3,0
2025-10-09,2025,10,9,4,0
2025-10-10,2025,10,10,5,0
2025-10-11,2025,10,11,6,1
2025-10-12,2025,10,12,7,1
2025-10-13,2025,10,13,1,0
2025-10-14,2025,10,14,2,0
2025-10-15,2025,10,15,3,0
2025-10-16,2025,10,16,4,0
2025-10-17,2025,10,17,5,0
2025-10-18,2025,10,18,6,1
2025-10-19,2025,10,19,7,1
2025-10-20,2025,10,20,1,0
2025-10-21,2025,10,21,2,0
2025-10-22,2025,10,22,3,0
2025-10-23,2025,10,23,4,0
2025-10-24,2025,10,24,5,0
2025-10-25,2025,10,25,6,1
2025-10-26,2025,10,26,7,1
2025-10-27,2025,10,27,1,0
2025-10-28,2025,10,28,2,0
2025-10-29,2025,10,29,3,0
2025-10-30,2025,10,30,4,0
2025-10-31,2025,10,31,5,0
2025-11-01,2025,11,1,6,1
2025-11-02,2025,11,2,7,1
2025-11-03,2025,11,3,1,0
2025-11-04,2025,11,4,2,0
2025-11-05,2025,11,5,3,0
2025-11-06,2025,11,6,4,0
2025-11-07,2025,11,7,5,0
2025-11-08,2025,11,8,6,1
2025-11-09,2025,11,9,7,1
2025-11-10,2025,11,10,1,0
2025-11-11,2025,11,11,2,0
2025-11-12,2025,11,12,3,0
2025-11-13,2025,11,13,4,0
2025-11-14,2025,11,14,5,0
2025-11-15,2025,11,15,6,1
2025-11-16,2025,11,16,7,1
2025-11-17,2025,11,17,1,0
2025-11-18,2025,11,18,2,0
2025-11-19,2025,11,19,3,0
2025-11-20,2025,11,20,4,0
2025-11-21,2025,11,21,5,0
2025-11-22,2025,11,22,6,1
2025-11-23,2025,11,23,7,1
2025-11-24,2025,11,24,1,0
2025-11-25,2025,11,25,2,0
2025-11-26,2025,11,26,3,0
2025-11-27,2025,11,27,4,0
2025-11-28,2025,11,28,5,0
2025-11-29,2025,11,29,6,1
2025-11-30,2025,11,30,7,1
2025-12-01,2025,12,1,1,0
2025-12-02,2025,12,2,2,0
2025-12-03,2025,12,3,3,0
2025-12-04,2025,12,4,4,0
2025-12-05,2025,12,5,5,0
2025-12-06,2025,12,6,6,1
2025-12-07,2025,12,7,7,1
2025-12-08,2025,12,8,1,0
2025-12-09,2025,12,9,2,0
2025-12-10,2025,12,10,3,0
2025-12-11,2025,12,11,4,0
2025-12-12,2025,12,12,5,0
2025-12-13,2025,12,13,6,1
2025-12-14,2025,12,14,7,1
2025-12-15,2025,12,15,1,0
2025-12-16,2025,12,16,2,0
2025-12-17,2025,12,17,3,0
2025-12-18,2025,12,18,4,0
2025-12-19,2025,12,19,5,0
2025-12-20,2025,12,20,6,1
2025-12-21,2025,12,21,7,1
2025-12-22,2025,12,22,1,0
2025-12-23,2025,12,23,2,0
2025-12-24,2025,12,24,3,0
2025-12-25,2025,12,25,4,0
2025-12-26,2025,12,26,5,0
2025-12-27,2025,12,27,6,1
2025-12-28,2025,12,28,7,1
2025-12-29,2025,12,29,1,0
2025-12-30,2025,12,30,2,0
2025-12-31,2025,12,31,3,0
2026-01-01,2026,1,1,4,0
2026-01-02,2026,1,2,5,0
2026-01-03,2026,1,3,6,1
2026-01-04,2026,1,4,7,1
2026-01-05,2026,1,5,1,0
2026-01-06,2026,1,6,2,0
2026-01-07,2026,1,7,3,0
2026-01-08,2026,1,8,4,0
2026-01-09,2026,1,9,5,0
2026-01-10,2026,1,10,6,1
2026-01-11,2026,1,11,7,1
2026-01-12,2026,1,12,1,0
2026-01-13,2026,1,13,2,0
2026-01-14,2026,1,14,3,0
2026-01-15,2026,1,15,4,0
2026-01-16,2026,1,16,5,0
2026-01-17,2026,1,17,6,1
2026-01-18,2026,1,18,7,1
2026-01-19,2026,1,19,1,0
2026-01-20,2026,1,20,2,0
2026-01-21,2026,1,21,3,0
2026-01-22,2026,1,22,4,0
2026-01-23,2026,1,23,5,0
2026-01-24,2026,1,24,6,1
2026-01-25,2026,1,25,7,1
2026-01-26,2026,1,26,1,0
2026-01-27,2026,1,27,2,0
2026-01-28,2026,1,28,3,0
2026-01-29,2026,1,29,4,0
2026-01-30,2026,1,30,5,0
2026-01-31,2026,1,31,6,1
2026-02-01,2026,2,1,7,1
2026-02-02,2026,2,2,1,0
2026-02-03,2026,2,3,2,0
2026-02-04,2026,2,4,3,0
2026-02-05,2026,2,5,4,0
2026-02-06,2026,2,6,5,0
2026-02-07,2026,2,7,6,1
2026-02-08,2026,2,8,7,1
2026-02-09,2026,2,9,1,0
2026-02-10,2026,2,10,2,0
2026-02-11,2026,2,11,3,0
2026-02-12,2026,2,12,4,0
2026-02-13,2026,2,13,5,0
2026-02-14,2026,2,14,6,1
2026-02-15,2026,2,15,7,1
2026-02-16,2026,2,16,1,0
2026-02-17,2026,2,17,2,0
2026-02-18,2026,2,18,3,0
2026-02-19,2026,2,19,4,0
2026-02-20,2026,2,20,5,0
2026-02-21,2026,2,21,6,1
2026-02-22,2026,2,22,7,1
2026-02-23,2026,2,23,1,0
2026-02-24,2026,2,24,2,0
2026-02-25,2026,2,25,3,0
2026-02-26,2026,2,26,4,0
2026-02-27,2026,2,27,5,0
2026-02-28,2026,2,28,6,1
2026-03-01,2026,3,1,7,1
2026-03-02,2026,3,2,1,0
2026-03-03,2026,3,3,2,0
2026-03-04,2026,3,4,3,0
2026-03-05,2026,3,5,4,0
2026-03-06,2026,3,6,5,0
2026-03-07,2026,3,7,6,1
2026-03-08,2026,3,8,7,1
2026-03-09,2026,3,9,1,0
2026-03-10,2026,3,10,2,0
2026-03-11,2026,3,11,3,0
2026-03-12,2026,3,12,4,0
2026-03-13,2026,3,13,5,0
2026-03-14,2026,3,14,6,1
2026-03-15,2026,3,15,7,1
2026-03-16,2026,3,16,1,0
2026-03-17,2026,3,17,2,0
2026-03-18,2026,3,18,3,0
2026-03-19,2026,3,19,4,0
2026-03-20,2026,3,20,5,0
2026-03-21,2026,3,21,6,1
2026-03-22,2026,3,22,7,1
2026-03-23,2026,3,23,1,0
2026-03-24,2026,3,24,2,0
2026-03-25,2026,3,25,3,0
2026-03-26,2026,3,26,4,0
2026-03-27,2026,3,27,5,0
2026-03-28,2026,3,28,6,1
2026-03-29,2026,3,29,7,1
2026-03-30,2026,3,30,1,0
2026-03-31,2026,3,31,2,0
2026-04-01,2026,4,1,3,0
2026-04-02,2026,4,2,4,0
2026-04-03,2026,4,3,5,0
2026-04-04,2026,4,4,6,1
2026-04-05,2026,4,5,7,1
2026-04-06,2026,4,6,1,0
2026-04-07,2026,4,7,2,0
2026-04-08,2026,4,8,3,0
2026-04-09,2026,4,9,4,0
2026-04-10,2026,4,10,5,0
2026-04-11,2026,4,11,6,1
2026-04-12,2026,4,12,7,1
2026-04-13,2026,4,13,1,0
2026-04-14,2026,4,14,2,0
2026-04-15,2026,4,15,3,0
2026-04-16,2026,4,16,4,0
2026-04-17,2026,4,17,5,0
2026-04-18,2026,4,18,6,1
2026-04-19,2026,4,19,7,1
2026-04-20,2026,4,20,1,0
2026-04-21,2026,4,21,2,0
2026-04-22,2026,4,22,3,0
2026-04-23,2026,4,23,4,0
2026-04-24,2026,4,24,5,0
2026-04-25,2026,4,25,6,1
2026-04-26,2026,4,26,7,1
2026-04-27,2026,4,27,1,0
2026-04-28,2026,4,28,2,0
2026-04-29,2026,4,29,3,0
2026-04-30,2026,4,30,4,0
2026-05-01,2026,5,1,5,0
2026-05-02,2026,5,2,6,1
2026-05-03,2026,5,3,7,1
2026-05-04,2026,5,4,1,0
2026-05-05,2026,5,5,2,0
2026-05-06,2026,5,6,3,0
2026-05-07,2026,5,7,4,0
2026-05-08,2026,5,8,5,0
2026-05-09,2026,5,9,6,1
2026-05-10,2026,5,10,7,1
2026-05-11,2026,5,11,1,0
2026-05-12,2026,5,12,2,0
2026-05-13,2026,5,13,3,0
2026-05-14,2026,5,14,4,0
2026-05-15,2026,5,15,5,0
2026-05-16,2026,5,16,6,1
2026-05-17,2026,5,17,7,1
2026-05-18,2026,5,18,1,0
2026-05-19,2026,5,19,2,0
2026-05-20,2026,5,20,3,0
2026-05-21,2026,5,21,4,0
2026-05-22,2026,5,22,5,0
2026-05-23,2026,5,23,6,1
2026-05-24,2026,5,24,7,1
2026-05-25,2026,5,25,1,0
2026-05-26,2026,5,26,2,0
2026-05-27,2026,5,27,3,0
2026-05-28,2026,5,28,4,0
2026-05-29,2026,5,29,5,0
2026-05-30,2026,5,30,6,1
2026-05-31,2026,5,31,7,1
2026-06-01,2026,6,1,1,0
2026-06-02,2026,6,2,2,0
2026-06-03,2026,6,3,3,0
2026-06-04,2026,6,4,4,0
2026-06-05,2026,6,5,5,0
2026-06-06,2026,6,6,6,1
2026-06-07,2026,6,7,7,1
2026-06-08,2026,6,8,1,0
2026-06-09,2026,6,9,2,0
2026-06-10,2026,6,10,3,0
2026-06-11,2026,6,11,4,0
2026-06-12,2026,6,12,5,0
2026-06-13,2026,6,13,6,1
2026-06-14,2026,6,14,7,1
2026-06-15,2026,6,15,1,0
2026-06-16,2026,6,16,2,0
2026-06-17,2026,6,17,3,0
2026-06-18,2026,6,18,4,0
2026-06-19,2026,6,19,5,0
2026-06-20,2026,6,20,6,1
2026-06-21,2026,6,21,7,1
2026-06-22,2026,6,22,1,0
2026-06-23,2026,6,23,2,0
2026-06-24,2026,6,24,3,0
2026-06-25,2026,6,25,4,0
2026-06-26,2026,6,26,5,0
2026-06-27,2026,6,27,6,1
2026-06-28,2026,6,28,7,1
2026-06-29,2026,6,29,1,0
2026-06-30,2026,6,30,2,0
2026-07-01,2026,7,1,3,0
2026-07-02,2026,7,2,4,0
2026-07-03,2026,7,3,5,0
2026-07-04,2026,7,4,6,1
2026-07-05,2026,7,5,7,1
2026-07-06,2026,7,6,1,0
2026-07-07,2026,7,7,2,0
2026-07-08,2026,7,8,3,0
2026-07-09,2026,7,9,4,0
2026-07-10,2026,7,10,5,0
2026-07-11,2026,7,11,6,1
2026-07-12,2026,7,12,7,1
2026-07-13,2026,7,13,1,0
2026-07-14,2026,7,14,2,0
2026-07-15,2026,7,15,3,0
2026-07-16,2026,7,16,4,0
2026-07-17,2026,7,17,5,0
2026-07-18,2026,7,18,6,1
2026-07-19,2026,7,19,7,1
2026-07-20,2026,7,20,1,0
2026-07-21,2026,7,21,2,0
2026-07-22,2026,7,22,3,0
2026-07-23,2026,7,23,4,0
2026-07-24,2026,7,24,5,0
2026-07-25,2026,7,25,6,1
2026-07-26,2026,7,26,7,1
2026-07-27,2026,7,27,1,0
2026-07-28,2026,7,28,2,0
2026-07-29,2026,7,29,3,0
2026-07-30,2026,7,30,4,0
2026-07-31,2026,7,31,5,0
2026-08-01,2026,8,1,6,1
2026-08-02,2026,8,2,7,1
2026-08-03,2026,8,3,1,0
2026-08-04,2026,8,4,2,0
2026-08-05,2026,8,5,3,0
2026-08-06,2026,8,6,4,0
2026-08-07,2026,8,7,5,0
2026-08-08,2026,8,8,6,1
2026-08-09,2026,8,9,7,1
2026-08-10,2026,8,10,1,0
2026-08-11,2026,8,11,2,0
2026-08-12,2026,8,12,3,0
2026-08-13,2026,8,13,4,0
2026-08-14,2026,8,14,5,0
2026-08-15,2026,8,15,6,1
2026-08-16,2026,8,16,7,1
2026-08-17,2026,8,17,1,0
2026-08-18,2026,8,18,2,0
2026-08-19,2026,8,19,3,0
2026-08-20,2026,8,20,4,0
2026-08-21,2026,8,21,5,0
2026-08-22,2026,8,22,6,1
2026-08-23,2026,8,23,7,1
2026-08-24,2026,8,24,1,0
2026-08-25,2026,8,25,2,0
2026-08-26,2026,8,26,3,0
2026-08-27,2026,8,27,4,0
2026-08-28,2026,8,28,5,0
2026-08-29,2026,8,29,6,1
2026-08-30,2026,8,30,7,1
2026-08-31,2026,8,31,1,0
2026-09-01,2026,9,1,2,0
2026-09-02,2026,9,2,3,0
2026-09-03,2026,9,3,4,0
2026-09-04,2026,9,4,5,0
2026-09-05,2026,9,5,6,1
2026-09-06,2026,9,6,7,1
2026-09-07,2026,9,7,1,0
2026-09-08,2026,9,8,2,0
2026-09-09,2026,9,9,3,0
2026-09-10,2026,9,10,4,0
2026-09-11,2026,9,11,5,0
2026-09-12,2026,9,12,6,1
2026-09-13,2026,9,13,7,1
2026-09-14,2026,9,14,1,0
2026-09-15,2026,9,15,2,0
2026-09-16,2026,9,16,3,0
2026-09-17,2026,9,17,4,0
2026-09-18,2026,9,18,5,0
2026-09-19,2026,9,19,6,1
2026-09-20,2026,9,20,7,1
2026-09-21,2026,9,21,1,0
2026-09-22,2026,9,22,2,0
2026-09-23,2026,9,23,3,0
2026-09-24,2026,9,24,4,0
2026-09-25,2026,9,25,5,0
2026-09-26,2026,9,26,6,1
2026-09-27,2026,9,27,7,1
2026-09-28,2026,9,28,1,0
2026-09-29,2026,9,29,2,0
2026-09-30,2026,9,30,3,0
2026-10-01,2026,10,1,4,0
2026-10-02,2026,10,2,5,0
2026-10-03,2026,10,3,6,1
2026-10-04,2026,10,4,7,1
2026-10-05,2026,10,5,1,0
2026-10-06,2026,10,6,2,0
2026-10-07,2026,10,7,3,0
2026-10-08,2026,10,8,4,0
2026-10-09,2026,10,9,5,0
2026-10-10,2026,10,10,6,1
2026-10-11,2026,10,11,7,1
2026-10-12,2026,10,12,1,0
2026-10-13,2026,10,13,2,0
2026-10-14,2026,10,14,3,0
2026-10-15,2026,10,15,4,0
2026-10-16,2026,10,16,5,0
2026-10-17,2026,10,17,6,1
2026-10-18,2026,10,18,7,1
2026-10-19,2026,10,19,1,0
2026-10-20,2026,10,20,2,0
2026-10-21,2026,10,21,3,0
2026-10-22,2026,10,22,4,0
2026-10-23,2026,10,23,5,0
2026-10-24,2026,10,24,6,1
2026-10-25,2026,10,25,7,1
2026-10-26,2026,10,26,1,0
2026-10-27,2026,10,27,2,0
2026-10-28,2026,10,28,3,0
2026-10-29,2026,10,29,4,0
2026-10-30,2026,10,30,5,0
2026-10-31,2026,10,31,6,1
2026-11-01,2026,11,1,7,1
2026-11-02,2026,11,2,1,0
2026-11-03,2026,11,3,2,0
2026-11-04,2026,11,4,3,0
2026-11-05,2026,11,5,4,0
2026-11-06,2026,11,6,5,0
2026-11-07,2026,11,7,6,1
2026-11-08,2026,11,8,7,1
2026-11-09,2026,11,9,1,0
2026-11-10,2026,11,10,2,0
2026-11-11,2026,11,11,3,0
2026-11-12,2026,11,12,4,0
2026-11-13,2026,11,13,5,0
2026-11-14,2026,11,14,6,1
2026-11-15,2026,11,15,7,1
2026-11-16,2026,11,16,1,0
2026-11-17,2026,11,17,2,0
2026-11-18,2026,11,18,3,0
2026-11-19,2026,11,19,4,0
2026-11-20,2026,11,20,5,0
2026-11-21,2026,11,21,6,1
2026-11-22,2026,11,22,7,1
2026-11-23,2026,11,23,1,0
2026-11-24,2026,11,24,2,0
2026-11-25,2026,11,25,3,0
2026-11-26,2026,11,26,4,0
2026-11-27,2026,11,27,5,0
2026-11-28,2026,11,28,6,1
2026-11-29,2026,11,29,7,1
2026-11-30,2026,11,30,1,0
2026-12-01,2026,12,1,2,0
2026-12-02,2026,12,2,3,0
2026-12-03,2026,12,3,4,0
2026-12-04,2026,12,4,5,0
2026-12-05,2026,12,5,6,1
2026-12-06,2026,12,6,7,1
2026-12-07,2026,12,7,1,0
2026-12-08,2026,12,8,2,0
2026-12-09,2026,12,9,3,0
2026-12-10,2026,12,10,4,0
2026-12-11,2026,12,11,5,0
2026-12-12,2026,12,12,6,1
2026-12-13,2026,12,13,7,1
2026-12-14,2026,12,14,1,0
2026-12-15,2026,12,15,2,0
2026-12-16,2026,12,16,3,0
2026-12-17,2026,12,17,4,0
2026-12-18,2026,12,18,5,0
2026-12-19,2026,12,19,6,1
2026-12-20,2026,12,20,7,1
2026-12-21,2026,12,21,1,0
2026-12-22,2026,12,22,2,0
2026-12-23,2026,12,23,3,0
2026-12-24,2026,12,24,4,0
2026-12-25,2026,12,25,5,0
2026-12-26,2026,12,26,6,1
2026-12-27,2026,12,27,7,1
2026-12-28,2026,12,28,1,0
2026-12-29,2026,12,29,2,0
2026-12-30,2026,12,30,3,0
